RefId,IsBadBuy
73015,3.047360565864888e-4
73016,1.3108971627537476e-4
73017,1.3397864868321485e-4
73018,0.03901582279044658
73019,0.40979386862414324
73020,0.0013922804869097934
73021,0.03621638447979389
73022,0.012912164376223086
73023,1.126632047095778e-4
73024,0.2879889144581988
73025,0.0018748183346547164
73026,0.35218598364736503
73027,0.4142753807346499
73028,6.390695680979863e-4
73029,4.1513799823333133e-4
73030,5.011320099437414e-5
73031,0.002709935649764168
73032,0.001200237956172775
73033,2.5845985052928326e-5
73034,0.0010965507100196485
73035,7.474583040690043e-4
73036,8.636569789276194e-4
73037,5.616087315103601e-4
73038,0.001020264821200848
73039,0.0029817295205671313
73040,3.332588232228318e-6
73041,0.13703393696267904
73042,2.325783493339586e-5
73043,7.975637219842478e-4
73044,0.002093284447330509
73045,0.006240063570847896
73046,5.216576777113655e-4
73047,0.02383077470249631
73048,0.006604583632924921
73049,9.379836919471588e-5
73050,1.6624537384558047e-4
73051,0.0050797440941487085
73052,0.9850349864584956
73053,0.03275845469629532
73054,5.6867881301948705e-5
73055,0.011553793998774924
73056,1.2034310848164836e-4
73057,7.008424462772741e-4
73058,0.004634816626343911
73059,2.0773321282129326e-4
73060,3.8565275724576777e-4
73061,6.918154809970572e-4
73062,1.0385289506481279e-4
73063,6.636518684905512e-4
73064,2.743119312050775e-6
73065,3.3197975937263084e-4
73066,4.615949866880017e-5
73067,4.397762784393012e-5
73068,3.080344988827766e-4
73069,6.442328453769515e-5
73070,4.361101570389059e-6
73071,6.631666236677883e-4
73072,0.001795387577463455
73073,0.004421591216158909
73074,3.4868409967175017e-4
73075,0.001287354316962483
73076,3.161886584529664e-4
73077,1.6640348711895533e-4
73078,0.003219223534933607
73079,0.0030226233252435603
73080,0.0010753245296906693
73081,8.277916480723564e-4
73082,3.165795348550712e-4
73083,0.0013357192105301753
73084,0.004781306741820634
73085,7.804541326755853e-4
73086,0.04225085537785326
73087,0.001027941314559689
73088,6.0368240777844e-4
73089,0.0028729570495139535
73090,0.010546350704350687
73091,0.0019017442164736234
73092,3.552947376565548e-5
73093,2.6582217139630294e-4
73094,3.0407945787273627e-4
73095,0.03225720481439202
73096,0.003948103560974282
73097,3.877141994369677e-5
73098,2.879629974279074e-4
73099,1.0361420730871158e-4
73100,8.010728310410029e-5
73101,0.013588585881272082
73102,3.0704535080246193e-4
73103,1.0416724511559132e-4
73104,0.710471532797863
73105,0.047349281442574824
73106,2.3950508078715514e-4
73107,0.005000025481647935
73108,2.1120222976073e-4
73109,0.00892412986519845
73110,0.003678256887122288
73111,5.533861142067824e-4
73112,0.022422367373749846
73113,0.004648636661560448
73114,0.00488431811509607
73115,4.08205821445175e-4
73116,5.953794030834965e-4
73117,0.0023310608825629557
73118,0.0022040383916695173
73119,0.8369768794153368
73120,0.7181213050799963
